itemcode,item,in blocks,metrics,price per unit,currency,fees,volume from,volume to
*,Cloud - Applications,,,,,,,
**,Cloud - Business Transformation Management,,,,,,,
8011437,SAP Signavio Process Manager,1,User,829,USD,Month,1,19
8011437,SAP Signavio Process Manager,1,User,532,USD,Month,20,49
8011437,SAP Signavio Process Manager,1,User,425,USD,Month,50,99
8011437,SAP Signavio Process Manager,1,User,338,USD,Month,100,199
8011437,SAP Signavio Process Manager,1,User,265,USD,Month,200,499
8011437,SAP Signavio Process Manager,1,User,213,USD,Month,500,Infinite
8011438,SAP Signavio Journey Modeler,1,User,684,USD,Month,1,19
8011438,SAP Signavio Journey Modeler,1,User,435,USD,Month,20,49
8011438,SAP Signavio Journey Modeler,1,User,343,USD,Month,50,99
8011438,SAP Signavio Journey Modeler,1,User,296,USD,Month,100,199
8011438,SAP Signavio Journey Modeler,1,User,245,USD,Month,200,Infinite
8011439,SAP Signavio Process Governance,1,User,85,USD,Month,1,19
8011439,SAP Signavio Process Governance,1,User,53,USD,Month,20,49
8011439,SAP Signavio Process Governance,1,User,40,USD,Month,50,99
8011439,SAP Signavio Process Governance,1,User,35,USD,Month,100,199
8011439,SAP Signavio Process Governance,1,User,28,USD,Month,200,Infinite
8011440,SAP Signavio Process Collaboration Hub,10,User,77,USD,Month,1,99
8011440,SAP Signavio Process Collaboration Hub,10,User,39,USD,Month,100,299
8011440,SAP Signavio Process Collaboration Hub,10,User,19,USD,Month,300,999
8011440,SAP Signavio Process Collaboration Hub,10,User,12,USD,Month,1000,4999
8011440,SAP Signavio Process Collaboration Hub,10,User,8.87,USD,Month,5000,9999
8011440,SAP Signavio Process Collaboration Hub,10,User,7.76,USD,Month,10000,19999
8011440,SAP Signavio Process Collaboration Hub,10,User,6.1,USD,Month,20000,Infinite
8011441,SAP Signavio Process Governance Collaborator,10,User,157,USD,Month,1,99
8011441,SAP Signavio Process Governance Collaborator,10,User,116,USD,Month,100,499
8011441,SAP Signavio Process Governance Collaborator,10,User,88,USD,Month,500,999
8011441,SAP Signavio Process Governance Collaborator,10,User,55,USD,Month,1000,4999
8011441,SAP Signavio Process Governance Collaborator,10,User,45,USD,Month,5000,9999
8011441,SAP Signavio Process Governance Collaborator,10,User,35,USD,Month,10000,19999
8011441,SAP Signavio Process Governance Collaborator,10,User,27,USD,Month,20000,Infinite
8011444,"SAP Signavio Process Insights, additional storage",50,Gigabyte,"2,720.00",USD,Month,1,Infinite
8013422,"SAP Signavio Process Transformation Suite, private cloud edition",1,Tenant,"1,38,588.00",USD,Month,1,Infinite
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,"3,276.00",USD,Month,1,9
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,"2,567.00",USD,Month,10,19
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,"1,865.00",USD,Month,20,49
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,"1,162.00",USD,Month,50,99
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,722,USD,Month,100,249
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,493,USD,Month,250,499
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,389,USD,Month,500,999
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,335,USD,Month,1000,1499
8014823,SAP Signavio Process Intelligence,"2,00,000",Record,308,USD,Month,1500,Infinite
8015166,"SAP Signavio Journey-to-Process Analytics, base package","50,000",Record,"5,602.00",USD,Month,1,Infinite
8015208,"SAP Signavio Journey-to-Process Analytics, additional records","50,000",Record,"2,784.00",USD,Month,1,4
8015208,"SAP Signavio Journey-to-Process Analytics, additional records","50,000",Record,"2,042.00",USD,Month,5,9
8015208,"SAP Signavio Journey-to-Process Analytics, additional records","50,000",Record,"1,618.00",USD,Month,10,19
8015208,"SAP Signavio Journey-to-Process Analytics, additional records","50,000",Record,"1,294.00",USD,Month,20,49
8015208,"SAP Signavio Journey-to-Process Analytics, additional records","50,000",Record,"1,053.00",USD,Month,50,Infinite
8015441,"SAP Signavio Process Insights, base package",1,Flat Fee,"8,653.00",USD,Month,1,Infinite
8015451,"SAP Signavio Process Insights, additional connections",1,Connection,"4,377.00",USD,Month,1,Infinite
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,"2,304.00",USD,Month,1,2
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,"1,275.00",USD,Month,3,5
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,935,USD,Month,6,9
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,748,USD,Month,10,13
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,641,USD,Month,14,28
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,514,USD,Month,29,44
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,445,USD,Month,45,60
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,402,USD,Month,61,80
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,366,USD,Month,81,110
8018114,SAP LeanIX Technology Risk and Compliance,100,Application,330,USD,Month,111,Infinite
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,"1,383.00",USD,Month,1,2
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,765,USD,Month,3,5
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,561,USD,Month,6,9
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,449,USD,Month,10,13
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,385,USD,Month,14,28
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,308,USD,Month,29,44
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,267,USD,Month,45,60
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,242,USD,Month,61,80
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,220,USD,Month,81,110
8018115,SAP LeanIX Architecture and Road Map Planning,100,Application,198,USD,Month,111,Infinite
8018161,SAP LeanIX Application Portfolio Management,100,Application,"4,608.00",USD,Month,1,2
8018161,SAP LeanIX Application Portfolio Management,100,Application,"2,549.00",USD,Month,3,5
8018161,SAP LeanIX Application Portfolio Management,100,Application,"1,869.00",USD,Month,6,9
8018161,SAP LeanIX Application Portfolio Management,100,Application,"1,498.00",USD,Month,10,13
8018161,SAP LeanIX Application Portfolio Management,100,Application,"1,282.00",USD,Month,14,28
8018161,SAP LeanIX Application Portfolio Management,100,Application,"1,029.00",USD,Month,29,44
8018161,SAP LeanIX Application Portfolio Management,100,Application,889,USD,Month,45,60
8018161,SAP LeanIX Application Portfolio Management,100,Application,805,USD,Month,61,80
8018161,SAP LeanIX Application Portfolio Management,100,Application,731,USD,Month,81,110
8018161,SAP LeanIX Application Portfolio Management,100,Application,660,USD,Month,111,Infinite
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,"1,236.00",USD,Month,1,2
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,684,USD,Month,3,5
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,401,USD,Month,6,9
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,282,USD,Month,10,13
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,206,USD,Month,14,28
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,137,USD,Month,29,44
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,120,USD,Month,45,60
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,108,USD,Month,61,80
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,98,USD,Month,81,110
8018191,"SAP LeanIX solutions, sandbox environment",100,Application,89,USD,Month,111,Infinite
8018281,SAP Signavio Process Transformation Manager,1,User,243,USD,Month,1,19
8018281,SAP Signavio Process Transformation Manager,1,User,195,USD,Month,20,49
8018281,SAP Signavio Process Transformation Manager,1,User,171,USD,Month,50,99
8018281,SAP Signavio Process Transformation Manager,1,User,146,USD,Month,100,Infinite
**,Cloud - ERP,,,,,,,
8008794,"SAP Additional File Storage, private cloud edition",128,Gigabyte,188,USD,Month,1,Infinite
8008860,"SAP Fiori Hub on ASE Cloud, private edition (XXS)",1,Tenant,"13,644.00",USD,Month,1,Infinite
8008861,"SAP Fiori Hub on ASE Cloud, private edition (XS)",1,Tenant,"19,424.00",USD,Month,1,Infinite
8008862,"SAP Fiori Hub on ASE Cloud, private edition (S)",1,Tenant,"18,398.00",USD,Month,1,Infinite
8008863,"SAP Fiori Hub on ASE Cloud, private edition (M)",1,Tenant,"20,005.00",USD,Month,1,Infinite
8008864,"SAP Fiori Hub on ASE Cloud, private edition (L)",1,Tenant,"23,993.00",USD,Month,1,Infinite
8009314,"SAP IaaS server Windows Cloud, private edition (32GB)",1,Tenant,"1,459.00",USD,Month,1,Infinite
8009318,"SAP IaaS server Linux Cloud, private edition (64GB)",1,Tenant,"2,042.00",USD,Month,1,Infinite
8009319,"SAP IaaS server Linux Cloud, private edition (128GB)",1,Tenant,"3,203.00",USD,Month,1,Infinite
8009320,"SAP IaaS server Windows Cloud, private edition (64GB)",1,Tenant,"1,879.00",USD,Month,1,Infinite
8009321,"SAP IaaS server Windows Cloud, private edition (128GB)",1,Tenant,"2,947.00",USD,Month,1,Infinite
8009322,"SAP IaaS server Linux Cloud, private edition (32GB)",1,Tenant,"1,459.00",USD,Month,1,Infinite
8009323,"SAP content server Cloud, private edition (S)",1,Tenant,"16,438.00",USD,Month,1,Infinite
8009324,"SAP content server Cloud, private edition (M)",1,Tenant,"26,689.00",USD,Month,1,Infinite
8009325,"SAP content server Cloud, private edition (L)",1,Tenant,"37,685.00",USD,Month,1,Infinite
8011322,"SAP NetWeaver ABAP Server Cloud on HANA, private edition (S)",1,Tenant,"72,291.00",USD,Month,1,Infinite
8011323,"SAP NetWeaver ABAP Server Cloud on HANA, private edition (M)",1,Tenant,"92,216.00",USD,Month,1,Infinite
8011324,"SAP NetWeaver ABAP Server Cloud on HANA, private edition (L)",1,Tenant,"1,28,578.00",USD,Month,1,Infinite
8011325,"SAP NetWeaver ABAP Server Cloud on HANA, private edition (XL)",1,Tenant,"1,93,225.00",USD,Month,1,Infinite
8011326,"SAP NetWeaver ABAP Server Cloud on HANA, private edition (XXL)",1,Tenant,"2,52,809.00",USD,Month,1,Infinite
8011327,"SAP NetWeaver ABAP Server Cloud on HANA, private edition (4XL)",1,Tenant,"5,37,929.00",USD,Month,1,Infinite
8011726,"SAP Cloud, memory extension for productive tiers, private edition",256,Gigabyte,"4,560.00",USD,Month,1,Infinite
8011727,"SAP Cloud, memory extension for non-productive tiers, private edition",256,Gigabyte,"2,385.00",USD,Month,1,Infinite
8012156,"SAP content server Cloud, private edition (XL)",1,Tenant,"61,939.00",USD,Month,1,Infinite
8012625,"SAP Fiori Hub for HANA, private cloud edition (XXS)",1,Tenant,"17,333.00",USD,Month,1,Infinite
8012626,"SAP Fiori Hub for HANA, private cloud edition (XS)",1,Tenant,"26,111.00",USD,Month,1,Infinite
8012627,"SAP Fiori Hub for HANA, private cloud edition (S)",1,Tenant,"24,548.00",USD,Month,1,Infinite
8012628,"SAP Fiori Hub for HANA, private cloud edition (M)",1,Tenant,"26,155.00",USD,Month,1,Infinite
8012629,"SAP Fiori Hub for HANA, private cloud edition (L)",1,Tenant,"30,143.00",USD,Month,1,Infinite
8012630,"SAP Fiori Hub for HANA, private cloud edition (XL)",1,Tenant,"37,247.00",USD,Month,1,Infinite
8014268,"SAP Connection Package for productive tiers, private cloud edition",1,Tenant,"4,011.00",USD,Month,1,Infinite
8014275,"SAP Connection Package for non-productive tiers, private cloud edition",1,Tenant,"1,608.00",USD,Month,1,Infinite
8014539,"SAP Fiori Hub on ASE Cloud, additional non-productive tier, private edition (S)",1,Tenant,"5,092.00",USD,Month,1,Infinite
8014540,"SAP Fiori Hub on ASE Cloud, additional non-productive tier, private edition (L)",1,Tenant,"8,625.00",USD,Month,1,Infinite
8014554,"SAP Fiori Hub on ASE Cloud, additional non-productive tier, private edition (M)",1,Tenant,"5,964.00",USD,Month,1,Infinite
8014571,"SAP Fiori Hub on ASE Cloud, additional productive tier, private edition (L)",1,Tenant,"14,209.00",USD,Month,1,Infinite
8015458,"PLM system integration for SAP ERP, private cloud edition",1,Active User,27,USD,Month,1,250
8015458,"PLM system integration for SAP ERP, private cloud edition",1,Active User,22,USD,Month,251,1000
8015458,"PLM system integration for SAP ERP, private cloud edition",1,Active User,17,USD,Month,1001,2500
8015458,"PLM system integration for SAP ERP, private cloud edition",1,Active User,12,USD,Month,2501,5000
8015458,"PLM system integration for SAP ERP, private cloud edition",1,Active User,8.04,USD,Month,5001,Infinite
8016037,"SAP Fiori Hub for HANA cloud, additional non-productive tier, private edition (XS)",1,Tenant,"10,671.00",USD,Month,1,Infinite
8016038,"SAP Fiori Hub for HANA cloud, additional non-productive tier, private edition (L)",1,Tenant,"13,503.00",USD,Month,1,Infinite
8016078,"SAP Fiori Hub for HANA cloud, additional productive tier, private edition (S)",1,Tenant,"13,497.00",USD,Month,1,Infinite
8016120,"SAP Fiori Hub for HANA cloud, additional non-productive tier, private edition (XL)",1,Tenant,"15,669.00",USD,Month,1,Infinite
8016130,"SAP Fiori Hub for HANA cloud, additional productive tier, private edition (M)",1,Tenant,"14,735.00",USD,Month,1,Infinite
8016138,"SAP Fiori Hub for HANA cloud, additional non-productive tier, private edition (S)",1,Tenant,"10,942.00",USD,Month,1,Infinite
8016146,"SAP Fiori Hub for HANA cloud, additional productive tier, private edition (XS)",1,Tenant,"13,227.00",USD,Month,1,Infinite
8016147,"SAP Fiori Hub for HANA cloud, additional non-productive tier, private edition (M)",1,Tenant,"11,507.00",USD,Month,1,Infinite
8016183,"SAP Fiori Hub for HANA cloud, additional productive tier, private edition (XL)",1,Tenant,"19,569.00",USD,Month,1,Infinite
8016184,"SAP Fiori Hub for HANA cloud, additional productive tier, private edition (L)",1,Tenant,"17,402.00",USD,Month,1,Infinite
8017352,"SAP Log Service, private cloud edition",1,Tenant,"4,102.00",USD,Month,1,Infinite
8017582,enhanced operations service for large enterprises for RISE with SAP S/4HANA Cloud Private Edition,1,% of Net Recurring Fee,11,%,Month,1,Infinite
8018022,"SAP S/4HANA Cloud Private Edition Application Server for Linux, additional production tenant",1,Tenant,"4,712.00",USD,Month,1,Infinite
8018041,"SAP S/4HANA Cloud Private Edition Application Server for Linux, additional nonproduction tenant",1,Tenant,"3,880.00",USD,Month,1,Infinite
8018042,"SAP S/4HANA Cloud Private Edition Application Server for Linux, additional production tenant, upgrade",64,Gigabyte,"1,347.00",USD,Month,1,Infinite
8018051,"SAP S/4HANA Cloud Private Edition Application Server for Linux, additional nonproduction tenant, upgrade",64,Gigabyte,"1,347.00",USD,Month,1,Infinite
8018398,"SAP ERP for defense forces and public security, private cloud edition",1,User,82,USD,Month,1,1000
8018398,"SAP ERP for defense forces and public security, private cloud edition",1,User,79,USD,Month,1001,10000
8018398,"SAP ERP for defense forces and public security, private cloud edition",1,User,78,USD,Month,10001,100000
8018398,"SAP ERP for defense forces and public security, private cloud edition",1,User,72,USD,Month,100001,Infinite
**,Cloud - Line of Business Portfolio,,,,,,,
***,Cloud - Customer Experience,,,,,,,
8003186,"SAP Sales and Service Core, limited access edition",1,User,42,USD,Month,1,Infinite
8007911,"SAP Knowledge Central by NICE, professional edition",1,User,83,USD,Month,1,500
8007911,"SAP Knowledge Central by NICE, professional edition",1,User,67,USD,Month,501,1000
8007911,"SAP Knowledge Central by NICE, professional edition",1,User,59,USD,Month,1001,5000
8007911,"SAP Knowledge Central by NICE, professional edition",1,User,52,USD,Month,5001,Infinite
8007912,"SAP Knowledge Central by NICE, instance",1,Connection,"4,435.00",USD,Month,1,5
8007912,"SAP Knowledge Central by NICE, instance",1,Connection,"2,883.00",USD,Month,6,15
8007912,"SAP Knowledge Central by NICE, instance",1,Connection,"1,996.00",USD,Month,16,30
8007912,"SAP Knowledge Central by NICE, instance",1,Connection,"1,497.00",USD,Month,31,50
8007912,"SAP Knowledge Central by NICE, instance",1,Connection,"1,164.00",USD,Month,51,Infinite
8008051,"SAP Commerce Cloud, financial services accelerator, access","50,000",Order,"9,495.00",USD,Month,1,Infinite
8008052,"SAP Commerce Cloud, financial services accelerator","50,000",Order,"1,520.00",USD,Month,1,9
8008052,"SAP Commerce Cloud, financial services accelerator","50,000",Order,998,USD,Month,10,19
8008052,"SAP Commerce Cloud, financial services accelerator","50,000",Order,887,USD,Month,20,39
8008052,"SAP Commerce Cloud, financial services accelerator","50,000",Order,855,USD,Month,40,99
8008052,"SAP Commerce Cloud, financial services accelerator","50,000",Order,722,USD,Month,100,Infinite
8008053,"SAP Commerce Cloud, citizen engagement accelerator, access","50,000",Order,"8,862.00",USD,Month,1,Infinite
8008054,"SAP Commerce Cloud, citizen engagement accelerator","50,000",Order,"1,118.00",USD,Month,1,9
8008054,"SAP Commerce Cloud, citizen engagement accelerator","50,000",Order,652,USD,Month,10,19
8008054,"SAP Commerce Cloud, citizen engagement accelerator","50,000",Order,558,USD,Month,20,39
8008054,"SAP Commerce Cloud, citizen engagement accelerator","50,000",Order,418,USD,Month,40,99
8008054,"SAP Commerce Cloud, citizen engagement accelerator","50,000",Order,374,USD,Month,100,Infinite
8008055,"SAP Commerce Cloud, Travel accelerator, access","50,000",Order,"10,092.00",USD,Month,1,Infinite
8008056,"SAP Commerce Cloud, travel accelerator","50,000",Order,"1,491.00",USD,Month,1,9
8008056,"SAP Commerce Cloud, travel accelerator","50,000",Order,979,USD,Month,10,19
8008056,"SAP Commerce Cloud, travel accelerator","50,000",Order,870,USD,Month,20,39
8008056,"SAP Commerce Cloud, travel accelerator","50,000",Order,631,USD,Month,40,99
8008056,"SAP Commerce Cloud, travel accelerator","50,000",Order,544,USD,Month,100,Infinite
8008057,"SAP Commerce Cloud, telco and utilities accelerator, orders, access","50,000",Order,"9,964.00",USD,Month,1,Infinite
8008058,"SAP Commerce Cloud, telco and utilities accelerator, orders","50,000",Order,"1,491.00",USD,Month,1,9
8008058,"SAP Commerce Cloud, telco and utilities accelerator, orders","50,000",Order,979,USD,Month,10,19
8008058,"SAP Commerce Cloud, telco and utilities accelerator, orders","50,000",Order,870,USD,Month,20,39
8008058,"SAP Commerce Cloud, telco and utilities accelerator, orders","50,000",Order,631,USD,Month,40,99
8008058,"SAP Commerce Cloud, telco and utilities accelerator, orders","50,000",Order,544,USD,Month,100,Infinite
8008059,"SAP Commerce Cloud, telco and utilities accelerator, GMV, access","1,33,04,400",Gross Merchandise Value,"1,16,771.00",USD,Year,1,Infinite
8008060,"SAP Commerce Cloud, telco and utilities accelerator, GMV",1,Gross Merchandise Value,1.17,%,Year,1.11,31043600
8008060,"SAP Commerce Cloud, telco and utilities accelerator, GMV",1,Gross Merchandise Value,0.99,%,Year,31043601,75391600
8008060,"SAP Commerce Cloud, telco and utilities accelerator, GMV",1,Gross Merchandise Value,0.86,%,Year,75391601,153000600
8008060,"SAP Commerce Cloud, telco and utilities accelerator, GMV",1,Gross Merchandise Value,0.66,%,Year,153000601,319305600
8008060,"SAP Commerce Cloud, telco and utilities accelerator, GMV",1,Gross Merchandise Value,0.57,%,Year,319305601,Infinite
8008139,"SAP Sales and Service Core, test tenant",1,Tenant,"1,959.00",USD,Month,1,Infinite
8008144,"SAP Commerce Cloud, additional storage",500,Gigabyte,104,USD,Month,1,Infinite
8008508,"SAP Commerce Cloud, solution sales configuration, orders, access","50,000",Order,"28,632.00",USD,Month,1,Infinite
8008509,"SAP Commerce Cloud, solution sales configuration, orders","50,000",Order,"2,406.00",USD,Month,1,9
8008509,"SAP Commerce Cloud, solution sales configuration, orders","50,000",Order,"2,062.00",USD,Month,10,19
8008509,"SAP Commerce Cloud, solution sales configuration, orders","50,000",Order,"1,604.00",USD,Month,20,39
8008509,"SAP Commerce Cloud, solution sales configuration, orders","50,000",Order,"1,243.00",USD,Month,40,99
8008509,"SAP Commerce Cloud, solution sales configuration, orders","50,000",Order,622,USD,Month,100,Infinite
8010965,"SAP Sales and Service Core, intelligent sales add-on",1,User,24,USD,Month,1,Infinite
8010990,SAP Emarsys Customer Engagement,"1,00,000",Contact,996,USD,Month,1,9
8010990,SAP Emarsys Customer Engagement,"1,00,000",Contact,707,USD,Month,10,19
8010990,SAP Emarsys Customer Engagement,"1,00,000",Contact,486,USD,Month,20,49
8010990,SAP Emarsys Customer Engagement,"1,00,000",Contact,328,USD,Month,50,99
8010990,SAP Emarsys Customer Engagement,"1,00,000",Contact,263,USD,Month,100,199
8010990,SAP Emarsys Customer Engagement,"1,00,000",Contact,197,USD,Month,200,Infinite
8010993,"SAP Emarsys Customer Engagement, advanced integration capabilities","1,00,000",Contact,700,USD,Month,1,9
8010993,"SAP Emarsys Customer Engagement, advanced integration capabilities","1,00,000",Contact,508,USD,Month,10,19
8010993,"SAP Emarsys Customer Engagement, advanced integration capabilities","1,00,000",Contact,438,USD,Month,20,49
8010993,"SAP Emarsys Customer Engagement, advanced integration capabilities","1,00,000",Contact,298,USD,Month,50,99
8010993,"SAP Emarsys Customer Engagement, advanced integration capabilities","1,00,000",Contact,228,USD,Month,100,199
8010993,"SAP Emarsys Customer Engagement, advanced integration capabilities","1,00,000",Contact,157,USD,Month,200,Infinite
8010994,"SAP Emarsys Customer Engagement, e-commerce accelerator, loyalty module","1,00,000",Contact,725,USD,Month,1,9
8010994,"SAP Emarsys Customer Engagement, e-commerce accelerator, loyalty module","1,00,000",Contact,691,USD,Month,10,19
8010994,"SAP Emarsys Customer Engagement, e-commerce accelerator, loyalty module","1,00,000",Contact,622,USD,Month,20,49
8010994,"SAP Emarsys Customer Engagement, e-commerce accelerator, loyalty module","1,00,000",Contact,518,USD,Month,50,99
8010994,"SAP Emarsys Customer Engagement, e-commerce accelerator, loyalty module","1,00,000",Contact,346,USD,Month,100,199
8010994,"SAP Emarsys Customer Engagement, e-commerce accelerator, loyalty module","1,00,000",Contact,259,USD,Month,200,Infinite
8010995,"SAP Emarsys Customer Engagement, e-commerce accelerator","1,00,000",Contact,"1,036.00",USD,Month,1,9
8010995,"SAP Emarsys Customer Engagement, e-commerce accelerator","1,00,000",Contact,864,USD,Month,10,19
8010995,"SAP Emarsys Customer Engagement, e-commerce accelerator","1,00,000",Contact,691,USD,Month,20,49
8010995,"SAP Emarsys Customer Engagement, e-commerce accelerator","1,00,000",Contact,518,USD,Month,50,99
8010995,"SAP Emarsys Customer Engagement, e-commerce accelerator","1,00,000",Contact,346,USD,Month,100,199
8010995,"SAP Emarsys Customer Engagement, e-commerce accelerator","1,00,000",Contact,259,USD,Month,200,Infinite
8010996,"SAP Emarsys Customer Engagement, e-commerce accelerator, offline stores option","1,00,000",Contact,915,USD,Month,1,9
8010996,"SAP Emarsys Customer Engagement, e-commerce accelerator, offline stores option","1,00,000",Contact,518,USD,Month,10,19
8010996,"SAP Emarsys Customer Engagement, e-commerce accelerator, offline stores option","1,00,000",Contact,346,USD,Month,20,49
8010996,"SAP Emarsys Customer Engagement, e-commerce accelerator, offline stores option","1,00,000",Contact,259,USD,Month,50,99
8010996,"SAP Emarsys Customer Engagement, e-commerce accelerator, offline stores option","1,00,000",Contact,191,USD,Month,100,199
8010996,"SAP Emarsys Customer Engagement, e-commerce accelerator, offline stores option","1,00,000",Contact,156,USD,Month,200,Infinite
8011001,"SAP Emarsys Customer Engagement, additional e-mails","1,00,000",Transaction,3.79,USD,Month,1,Infinite
8011002,"SAP Emarsys Customer Engagement, additional Web channel impressions","1,00,000",Transaction,58,USD,Month,1,Infinite
8011003,"SAP Emarsys Customer Engagement, additional business units",1,Tenant,"1,524.00",USD,Month,1,Infinite
8011334,SAP Sales and Service Core,1,User,161,USD,Month,1,100
8011334,SAP Sales and Service Core,1,User,155,USD,Month,101,250
8011334,SAP Sales and Service Core,1,User,116,USD,Month,251,1000
8011334,SAP Sales and Service Core,1,User,99,USD,Month,1001,2500
8011334,SAP Sales and Service Core,1,User,77,USD,Month,2501,Infinite
8011339,"SAP Sales and Service Core, service agent console",1,User,29,USD,Month,1,Infinite
8011340,"SAP Sales and Service Core, dynamic visit planning add-on",1,User,35,USD,Month,1,Infinite
8011376,"SAP Commerce Cloud, code replication production environment",1,Tenant,"18,941.00",USD,Month,1,Infinite
8011520,"SAP Data Maintenance by Vistex pricing option for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,068.00",USD,Month,1,10
8011520,"SAP Data Maintenance by Vistex pricing option for SAP ERP, private cloud edition","5,54,35,000",Revenue,763,USD,Month,11,30
8011520,"SAP Data Maintenance by Vistex pricing option for SAP ERP, private cloud edition","5,54,35,000",Revenue,610,USD,Month,31,60
8011520,"SAP Data Maintenance by Vistex pricing option for SAP ERP, private cloud edition","5,54,35,000",Revenue,549,USD,Month,61,100
8011520,"SAP Data Maintenance by Vistex pricing option for SAP ERP, private cloud edition","5,54,35,000",Revenue,488,USD,Month,101,200
8011520,"SAP Data Maintenance by Vistex pricing option for SAP ERP, private cloud edition","5,54,35,000",Revenue,397,USD,Month,201,Infinite
8011521,"SAP Data Maintenance by Vistex resources option for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,068.00",USD,Month,1,10
8011521,"SAP Data Maintenance by Vistex resources option for SAP ERP, private cloud edition","5,54,35,000",Revenue,763,USD,Month,11,30
8011521,"SAP Data Maintenance by Vistex resources option for SAP ERP, private cloud edition","5,54,35,000",Revenue,610,USD,Month,31,60
8011521,"SAP Data Maintenance by Vistex resources option for SAP ERP, private cloud edition","5,54,35,000",Revenue,549,USD,Month,61,100
8011521,"SAP Data Maintenance by Vistex resources option for SAP ERP, private cloud edition","5,54,35,000",Revenue,488,USD,Month,101,200
8011521,"SAP Data Maintenance by Vistex resources option for SAP ERP, private cloud edition","5,54,35,000",Revenue,397,USD,Month,201,Infinite
8011522,"SAP Incentive Administration by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,677.00",USD,Month,1,10
8011522,"SAP Incentive Administration by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,373.00",USD,Month,11,30
8011522,"SAP Incentive Administration by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,109.00",USD,Month,31,60
8011522,"SAP Incentive Administration by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,970,USD,Month,61,100
8011522,"SAP Incentive Administration by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,832,USD,Month,101,200
8011522,"SAP Incentive Administration by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,808,USD,Month,201,Infinite
8011523,"SAP Paybacks and Chargebacks by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,677.00",USD,Month,1,10
8011523,"SAP Paybacks and Chargebacks by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,373.00",USD,Month,11,30
8011523,"SAP Paybacks and Chargebacks by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,"1,109.00",USD,Month,31,60
8011523,"SAP Paybacks and Chargebacks by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,970,USD,Month,61,100
8011523,"SAP Paybacks and Chargebacks by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,832,USD,Month,101,200
8011523,"SAP Paybacks and Chargebacks by Vistex for SAP ERP, private cloud edition","5,54,35,000",Revenue,808,USD,Month,201,Infinite
8011524,"SAP Promotions and Agreements by Vistex for ERP, private cloud edition","5,54,35,000",Revenue,"3,049.00",USD,Month,1,10
8011524,"SAP Promotions and Agreements by Vistex for ERP, private cloud edition","5,54,35,000",Revenue,"2,592.00",USD,Month,11,30
8011524,"SAP Promotions and Agreements by Vistex for ERP, private cloud edition","5,54,35,000",Revenue,"2,079.00",USD,Month,31,60
8011524,"SAP Promotions and Agreements by Vistex for ERP, private cloud edition","5,54,35,000",Revenue,"1,940.00",USD,Month,61,100
